Detected,Related to Tensor,Time,Version,CUDA,Category Impact,Impact,Buggy API,Log Rule,Log Rule 2,Log Message,Issue,Category,Trigger,Need More Inspection,Reason not agree
,yes,2023-09-18T22:49:15Z,2.1.0,N.A,Logical,RuntimeError,torch.nn.Conv1d,Failed running,N\A,"torch._dynamo.exc.TorchRuntimeError: Failed running call_module L__self___conv(*(FakeTensor(..., size=(1, 6, 3)),), **{}): Trying to create tensor with negative dimension -2: [1, 6, -2]",https://github.com/pytorch/pytorch/issues/109552,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
TitanFuzz,yes,2023-07-08T09:00:01Z,2.1.0,cu118,Logical,RuntimeError,torch.nn.AdaptiveAvgPool3d,Input dimension should be at least,N\A,"With output_size = [1,2,3,4], the error is: ""ValueError: Input dimension should be at least 5"".
With output_size = [1,2,3,4,5], the error is: ""ValueError: Input dimension should be at least 6"".
With output_size = [1,2,3,4,5,6], the error is: ""ValueError: Input dimension should be at least 7"".
Additionally, when the output_size is less than 3, the error message raised is: ""RuntimeError: adaptive_avg_pool3d: output_size must be 3"". this error message should be raised too when the output_size is bigger than 3?",https://github.com/pytorch/pytorch/issues/104823,API Input Context,Inputs with Incompatible Shapes,,
,yes,2023-07-06T10:31:43Z,2.1.0,cu118,Logical,RuntimeError,torch.nn.AdaptiveAvgPool2d,should be at least,N\A,Input dimension should be at least 5,https://github.com/pytorch/pytorch/issues/104698,API Input Context,Inputs with Incompatible Shapes,,
,yes,2023-04-01T04:36:37Z,2.1.0,cu117,Logical,RuntimeError,torch.Tensor.movedim,out of bounds for,N\A,"RuntimeError: setStorage: sizes [2, 2, 6, 3, 2], strides [72, 36, 6, 2, 1], storage offset 0, and itemsize 4 requiring a storage size of 576 are out of bounds for storage of size 288",https://github.com/pytorch/pytorch/issues/98122,Test Case Context,Modeling Multiple API Usage Pattern+Modeling Compile/Eager Execution Mode,,
,yes,2023-09-19T08:21:03Z,2.1.0,CPU,Logical,Inconsistent results,torch.max_pool2d,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/109586,API Input Context,Negative Integer Argument,,
,yes,2023-09-18T13:41:02Z,2.1.0,N.A,Logical,Inconsistent results,torch.lobpcg,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/109497,Test Case Context,Oracle for Performance Bug Detection,,
,yes,2023-10-11T13:13:54Z,2.1.0,cu121,Logical,Others,torch.linalg.matrix_norm,Expected a value,N\A,"Expected a value of type 'str' for argument 'ord' but instead found type 'Union[int, str]'",https://github.com/pytorch/pytorch/issues/111029,API Input Context,Modeling Parameter Space,,
,no,2023-08-17T16:17:24Z,2.1.0,CPU,Logical,Others,torch.library.Library.define,cannot be assigned,N\A,"error: Expression of type ""_DispatchModule"" cannot be assigned to declared type ""str""",https://github.com/pytorch/pytorch/issues/107387,API Input Context,Modeling Parameter Space,,
,yes,2023-08-19T02:37:47Z,2.1.0,cu118,Logical,RuntimeError,torch.jit.trace,expected end of number,N\A,RuntimeError: default_program(22): error: extra text after expected end of number,https://github.com/pytorch/pytorch/issues/107503,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2023-07-06T20:08:35Z,2.1.0,CPU,Logical,RuntimeError,torch.jit.trace,Arguments for call are not valid,N\A,RuntimeError:  Arguments for call are not valid. The following variants are available:,https://github.com/pytorch/pytorch/issues/104732,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,no,2023-10-18T16:11:12Z,2.1.0,cpu,Logical,Inconsistent results,torch.jit.script,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/111480,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2023-06-13T00:38:57Z,2.1.0,cu118,Logical,Others,torch.fx.experimental.proxy_tensor.make_fx,Failed running,N\A,"Failed running call_function <function interpolate at 0x7f1b7d1769d0>(*(FakeTensor(..., device='cuda:0', size=(2, 3, 4, 5)),), **{'size': (10, 20, 30), 'mode': 'trilinear', 'align_corners': True}): Input and output must have the same number of spatial dimensions, but got input with spatial dimensions of [4, 5] and output size of (10, 20, 30). Please provide input tensor in (N, C, d1, d2, ...,dK) format and output size in (o1, o2, ...,oK) format.",https://github.com/pytorch/pytorch/issues/103473,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2023-03-22T09:58:49Z,2.1.0,cu117,Logical,Inconsistent results,torch.Tensor.fmod,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/97333,Test Case Context,Modeling Compile/Eager Execution Mode,,
,no,2023-05-21T12:55:42Z,2.1.0,N.A,Logical,Inconsistent results,torch.Tensor.flip,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/101950,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2023-10-13T22:10:35Z,2.1.0,cu118,Logical,Others,torch.Tensor.equal,Crash,N\A,Crash,https://github.com/pytorch/pytorch/issues/111251,API Input Context,Modeling Parameter Space,,
,yes,2022-12-12T14:43:26Z,2.1.0,CPU,Logical,Inconsistent results,torch.empty,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/90695,API Input Context,Modeling Parameter Space,1,trigger: output of torch.empty seems wrong with sparse arguments layout=sparse_csr|sparse_csc
,yes,2023-03-18T11:01:11Z,2.1.0,cu117,Vulnerability,Segmentation fault,torch.embedding,Segmentation fault,N\A,Segmentation fault (core dumped),https://github.com/pytorch/pytorch/issues/97088,API Input Context,Large Input Tensor,,
,yes,2023-08-23T21:36:32Z,2.1.0,N.A,Logical,Inconsistent results,torch.distributions.Pareto.sample,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/107821,API Input Context,Modeling Parameter Space,,
,yes,2023-08-31T22:00:54Z,2.1.0,N.A,Performance bug,Performance bug,torch.distributed.isend,Hang,N\A,Hang,https://github.com/pytorch/pytorch/issues/108378,Test Case Context,Oracle for Performance Bug Detection,,
,no,2023-05-16T09:37:33Z,2.1.0,N.A,Logical,RuntimeError,torch.cuda.set_device,Expected one of cpu,N\A,"# RuntimeError: Expected one of cpu, cuda, ipu, xpu, mkldnn, opengl, opencl, ideep, hip, ve, fpga, ort, xla, lazy, vulkan, mps, meta, hpu, mtia, privateuseone device type at start of device string: gpu",https://github.com/pytorch/pytorch/issues/101536,Test Case Context,Model Tensor Execution on CUDA Devices,,
,yes,2023-09-06T17:45:45Z,2.0.0,,Logical,RuntimeError,torch.nn.functional.conv_transpose2d,could not construct a memory,N\A,RuntimeError: could not construct a memory descriptor using a format tag,https://github.com/pytorch/pytorch/issues/108676,API Input Context,Modeling Parameter Space,,
,yes,2023-10-13T11:55:38Z,2.1.0,N.A,Logical,RuntimeError,torch.compile,Failed running,N\A,torch._dynamo.exc.TorchRuntimeError: Failed running call_function <built-in method sum of type object at 0x7f61e0ce2220>(*(FakeTensor(,https://github.com/pytorch/pytorch/issues/111198,API Input Context,Modeling Parameter Space,,
,yes,2023-10-11T10:09:20Z,2.1.0,N.A,Vulnerability,Segmentation fault,torch.compile,Segmentation fault,N\A,Segmentation fault (core dumped),https://github.com/pytorch/pytorch/issues/111027,Test Case Context,Modeling Multiple API Usage Pattern+Modeling Compile/Eager Execution Mode,,
,yes,2023-10-07T18:38:33Z,2.1.0,N.A,Logical,RuntimeError,torch.compile,attempting to assign a,N\A,RuntimeError: attempting to assign a gradient with dtype 'float' to a tensor with dtype 'c10::Half'. Please ensure that the gradient and the tensor have the same dtype,https://github.com/pytorch/pytorch/issues/110797,Test Case Context,Modeling Compile/Eager Execution Mode,,
,yes,2023-09-06T09:45:04Z,2.0.1,,Logical,Inconsistent results,torch.Tensor.topk,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/108642,API Input Context,Modeling Parameter Space,,
,yes,2023-09-01T17:53:14Z,2.1.0,N.A,Logical,Inconsistent results,torch.compile,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/108432,Test Case Context,Modeling Compile/Eager Execution Mode,,
,yes,2023-08-23T22:08:03Z,2.1.0,N.A,Logical,Others,torch.compile,Please convert all,N\A,"torch._dynamo.exc.InternalTorchDynamoError: Please convert all Tensors to FakeTensors first or instantiate FakeTensorMode with 'allow_non_fake_inputs'. Found in aten.copy_.default(tensor([...], size=(50, 100)), FakeTensor(..., size=(50, 100)))",https://github.com/pytorch/pytorch/issues/107824,Test Case Context,Modeling Multiple API Usage Pattern+Modeling Compile/Eager Execution Mode,,
,yes,2023-08-23T17:56:40Z,2.1.0,cu121,Logical,RuntimeError,torch.compile,Failed running,N\A,"torch._dynamo.exc.TorchRuntimeError: Failed running call_function <function pack_padded_sequence at 0x7ff611d61900>(*(FakeTensor(..., size=(1, 32, 32)), FakeTensor(..., size=(1,), dtype=torch.int64)), **{'batch_first': True, 'enforce_sorted': False}): 'lengths' argument should be a 1D CPU int64 tensor, but got 1D meta Long tensor",https://github.com/pytorch/pytorch/issues/107797,Test Case Context+API Input Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Parameter Space,,
,yes,2023-08-15T15:54:28Z,2.1.0,N.A,Logical,Graph break,torch.compile,Graph break,N\A,"[2023-08-15 09:18:38,079] torch._dynamo.symbolic_convert.__graph_breaks: [DEBUG] Graph break: call_function args: UserDefinedObjectVariable(FooTensor)  from user code at:           ",https://github.com/pytorch/pytorch/issues/107239,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,no,2023-07-26T03:43:07Z,2.1.0,cu118,Logical,AssertionError,torch.compile,AssertionError,N\A,AssertionError,https://github.com/pytorch/pytorch/issues/106006,Test Case Context,Modeling Compile/Eager Execution Mode,,
,yes,2023-07-24T19:03:33Z,2.1.0,N.A,Logical,Inconsistent results,torch.compile,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/105863,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Multiple API Usage Pattern,,
,yes,2023-07-16T14:48:37Z,2.1.0,N.A,Logical,RuntimeError,torch.compile,Expected a value of type,N\A,Torch.compile Error: RuntimeError: aten::_conj() Expected a value of type 'Tensor' for argument 'self' but instead found type 'complex',https://github.com/pytorch/pytorch/issues/105290,Test Case Context+API Input Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Parameter Space,,
,yes,2023-07-11T05:58:55Z,2.1.0,cu118,Logical,RuntimeError,torch.compile,one of the variables needed for gradient,N\A,"RuntimeError : one of the variables needed for gradient computation has been modified by an inplace operation: [torch.FloatTensor [16, 16]]",https://github.com/pytorch/pytorch/issues/104943,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2023-07-04T21:26:11Z,2.1.0,cu121,Logical,RuntimeError,torch.compile,INTERNAL ASSERT FAILED,N\A,"torch._dynamo.exc.BackendCompilerFailed: backend='inductor' raised: RuntimeError: list_trace[idx] == nullptr INTERNAL ASSERT FAILED at ""../torch/csrc/jit/frontend/tracer.cpp"":1016, please report a bug to PyTorch.",https://github.com/pytorch/pytorch/issues/104610,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2023-06-22T04:44:24Z,2.1.0,cu118,Logical,AssertionError,torch.nn.functional.linear,The values for attribute,N\A,"AssertionError: The values for attribute 'shape' do not match: torch.Size([1, 1, 2]) != torch.Size([1, 2, 2]).",https://github.com/pytorch/pytorch/issues/104020,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,no,2023-10-19T06:55:18Z,2.1.0,cu118,Logical,Graph break,torch.compile,assert,N\A,"    assert isinstance(key, (str, int))
AssertionError: ",https://github.com/pytorch/pytorch/issues/111551,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2023-06-06T18:47:59Z,2.1.0,N.A,Logical,Inconsistent results,torch.compile,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/103099,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2023-05-14T22:25:23Z,2.1.0,cu118,Logical,Inconsistent results,torch.compile,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/101371,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Compile/Eager Execution Mode,,
,yes,2023-05-06T18:19:52Z,2.1.0,cu118,Logical,AssertionError,torch.compile,The values for attribute,N\A,"AssertionError: The values for attribute 'shape' do not match: torch.Size([2, 9, 16, 16]) != torch.Size([2, 6, 16, 16]).",https://github.com/pytorch/pytorch/issues/100807,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2023-05-06T00:04:43Z,2.1.0,cu118,Logical,Inconsistent results,torch.compile,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/100775,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2023-05-05T18:46:03Z,2.1.0,cu117,Logical,RuntimeError,torch.compile,Failed running,N\A,"RuntimeError: Failed running call_method forward(*(Linear(in_features=5, out_features=5, bias=True), FakeTensor(..., size=(1, 5))), **{}):",https://github.com/pytorch/pytorch/issues/100733,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2023-04-30T18:44:23Z,2.1.0,cu118,Logical,IndexError,torch.sum,out of bounds for,N\A,IndexError: index 3 is out of bounds for dimension 0 with size 2,https://github.com/pytorch/pytorch/issues/100343,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2023-04-29T16:28:59Z,2.1.0,cu118,Logical,RuntimeError,torch.compile,Expected size,N\A,"RuntimeError: Expected size for first two dimensions of batch2 tensor to be: [4, 1] but got: [4, 4].",https://github.com/pytorch/pytorch/issues/100316,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2023-04-24T13:30:37Z,2.1.0,cu118,Logical,TypeError,torch.compile,unsupported operand type,N\A,TypeError: unsupported operand type(s) for @: 'Tensor' and 'Tensor',https://github.com/pytorch/pytorch/issues/99874,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2023-04-21T02:54:49Z,2.1.0,cu118,Logical,TypeError,torch.compile,multiply sequence by,N\A,TypeError: can't multiply sequence by non-int of type 'float',https://github.com/pytorch/pytorch/issues/99689,Test Case Context+API Input Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Parameter Space,,
,yes,2023-04-20T18:49:06Z,2.1.0,cu118,Logical,RuntimeError,torch.compile,The expanded size of the tensor,N\A,"RuntimeError: The expanded size of the tensor (4) must match the existing size (2) at non-singleton dimension 0.  Target sizes: [4, 4].  Tensor sizes: [2, 4]",https://github.com/pytorch/pytorch/issues/99649,Test Case Context+API Input Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Parameter Space,,
,yes,2023-04-12T21:36:26Z,2.1.0,cu118,Logical,RuntimeError,torch.compile,expected scalar type Long,N\A,RuntimeError: expected scalar type Long but found Float,https://github.com/pytorch/pytorch/issues/98978,Test Case Context+API Input Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Parameter Space,,
TitanFuzz,yes,2023-04-12T20:45:41Z,2.1.0,cu118,Logical,RuntimeError,torch.nn.functional.dropout,result type Float can't be,N\A,RuntimeError: result type Float can't be cast to the desired output type Long,https://github.com/pytorch/pytorch/issues/98970,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2023-03-20T06:25:37Z,2.1.0,cu116,Logical,Inconsistent results,torch.compile,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/97130,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2023-10-19T11:46:56Z,2.1.0,N.A,Performance bug,Performance bug,torch.autograd.grad,Slow Execution,N\A,Slow Execution,https://github.com/pytorch/pytorch/issues/111563,Test Case Context,Oracle for Performance Bug Detection,,
,yes,2023-10-14T03:41:19Z,2.1.0,cu121,Logical,RuntimeError,torch.autocast,Expected attn_mask dtype to be bool,N\A,"RuntimeError: Expected attn_mask dtype to be bool or to match query dtype, but got attn_mask.dtype: float and  query.dtype: c10::BFloat16 instead.",https://github.com/pytorch/pytorch/issues/111276,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,no,2023-10-18T03:46:51Z,2.1.0,cu121,Performance bug,Performance bug,torch.autocast,Hang,N\A,Hang,https://github.com/pytorch/pytorch/issues/111456,Test Case Context,Oracle for Performance Bug Detection,,
,yes,2023-03-15T00:30:22Z,2.0.0,,Logical,RuntimeError,torch.Tensor.cumprod,INTERNAL ASSERT FAILED,N\A,RuntimeError: t == DeviceType::CUDA INTERNAL ASSERT FAILED ,https://github.com/pytorch/pytorch/issues/96789,Test Case Context,Model Tensor Execution on CUDA Devices,,
,no,2023-04-26T01:53:22Z,2.1.0,N.A,Logical,Others,torch.ao.quantization.observer.HistogramObserver.with_args,cannot convert float infinity to integer,N\A,OverflowError: cannot convert float infinity to integer,https://github.com/pytorch/pytorch/issues/100051,API Input Context,Modeling Parameter Space,,
,yes,2023-03-14T20:15:43Z,2.0.0,,Logical,RuntimeError,torch.sparse.mm,INTERNAL ASSERT FAILED,N\A, RuntimeError: mat2_.is_sparse() INTERNAL ASSERT FAILED at ,https://github.com/pytorch/pytorch/issues/96769,Test Case Context,Modeling Multiple API Usage Pattern,,
ACETest,yes,2023-04-01T08:58:55Z,2.1.0,cu118,Vulnerability,Segmentation fault,torch._grid_sampler_2d_cpu_fallback,Segmentation fault,N\A,Segmentation fault (core dumped),https://github.com/pytorch/pytorch/issues/98136,API Input Context,Negative Integer Argument,,
,yes,2023-03-29T04:18:46Z,2.1.0,cu116,Logical,RuntimeError,torch._enable_functionalization,on tensor with symbolic,N\A,RuntimeError: Cannot call storage_offset() on tensor with symbolic sizes/strides  ,https://github.com/pytorch/pytorch/issues/97852,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,no,2023-01-27T13:49:57Z,2.1.0,N.A,Logical,Unsupported Error,torch._dynamo.export,BuiltinVariable(dict),N\A,torch._dynamo.exc.Unsupported: call_function BuiltinVariable(dict) [ListVariable()] {},https://github.com/pytorch/pytorch/issues/93152,API Input Context,Modeling Parameter Space,,
,no,2023-01-27T13:48:19Z,2.1.0,N.A,Logical,Unsupported Error,torch._dynamo.export,in skip_files,N\A,torch._dynamo.exc.Unsupported: call_function in skip_files,https://github.com/pytorch/pytorch/issues/93151,API Input Context,Modeling Parameter Space,,
,no,2023-10-15T14:55:13Z,2.1.0,cu121,Performance bug,Performance bug,torch._C.PyTorchFileReader,Memory Leak,N\A,Memory Leak,https://github.com/pytorch/pytorch/issues/111330,Test Case Context,Oracle for Performance Bug Detection,,
,yes,2023-08-03T23:23:15Z,2.1.0,N.A,Logical,Inconsistent results,torch.Tensor.expand,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/106584,Test Case Context,Oracle for Performance Bug Detection,,
,yes,2024-08-09T14:37:43Z,2.0.1,,Logical,Inconsistent results,torch.nn.Conv2d,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/133093,Test Case Context,Model Tensor Execution on CUDA Devices,,
,yes,2024-07-31T14:56:35Z,2.1.0,,Logical,Others,torch.nn.functional.interpolate,Arguments for call are not valid,N\A,JIT SCRIPT ERROR: Arguments for call are not valid. The following variants are available:,https://github.com/pytorch/pytorch/issues/132240,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2024-07-20T02:42:02Z,2.0.0,,Logical,Inconsistent results,torch.nn.AvgPool2d,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/131272,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2024-07-04T08:44:11Z,2.0.1,,Logical,IndexError,torch.nn.GroupNorm,list index out of range,N\A,IndexError: list index out of range,https://github.com/pytorch/pytorch/issues/130108,Test Case Context+API Input Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Parameter Space,,
,yes,2024-07-04T00:34:09Z,2.0.0,,Logical,RuntimeError,torch.isin,operation not permitted when stream is capturing,N\A,RuntimeError: CUDA error: operation not permitted when stream is capturing,https://github.com/pytorch/pytorch/issues/130078,API Input Context,Large Input Tensor,,
,yes,2024-06-27T10:44:18Z,2.0.1,,Logical,Inconsistent results,torch.nn.functional.conv3d,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/129649,Test Case Context,Model Tensor Execution on CUDA Devices,,
,yes,2024-06-21T02:51:49Z,2.1.0,,Logical,Unsupported Error,torch.onnx.dynamo_export,call_method TupleVariable(),N\A,torch._dynamo.exc.Unsupported: call_method TupleVariable() size [ConstantVariable(int)] {},https://github.com/pytorch/pytorch/issues/129200,Test Case Context,Others,,
,yes,2024-06-12T10:56:18Z,2.0.0,,Logical,ValueError,torch.nn.InstanceNorm1d,ONNX export of,N\A,"SymbolicValueError: Unsupported: ONNX export of instance_norm training for unknown batch size.  [Caused by the value 'input defined in (%input : Float(*, 3, 11, strides=[33, 11, 1], requires_grad=0, device=cpu), %running_mean : Float(3, strides=[1], requires_grad=0, device=cpu), %running_var : Float(3, strides=[1], requires_grad=0, device=cpu), %num_batches_tracked : Long(requires_grad=0, device=cpu) = prim::Param()",https://github.com/pytorch/pytorch/issues/128501,Test Case Context,Modeling Multiple API Usage Pattern,,
,yes,2024-06-12T08:22:26Z,2.0.0,,Logical,TypeError,torch.meshgrid,object is not subscriptable,N\A,TypeError: 'torch._C.Value' object is not subscriptable ,https://github.com/pytorch/pytorch/issues/128494,Test Case Context+API Input Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Parameter Space,,
,yes,2024-05-27T11:06:08Z,2.1.0,,Logical,Inconsistent results,torch.linalg.lstsq,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/127223,API Input Context,Modeling Parameter Space,,
,yes,2024-05-21T07:24:37Z,2.0.0,,Logical,Inconsistent results,torch.Tensor.orgqr,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/126760,Test Case Context,Model Tensor Execution on CUDA Devices,,
,yes,2024-05-21T03:11:29Z,2.0.0,,Logical,Inconsistent results,torch.Tensor.orgqr,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/126748,Test Case Context,Model Tensor Execution on CUDA Devices,,
,yes,2024-03-11T23:20:03Z,2.1.0,,Logical,RuntimeError,torch.linalg.ldl_factor,INTERNAL ASSERT FAILED,N\A,"RuntimeError: false INTERNAL ASSERT FAILED at ""../aten/src/ATen/native/BatchLinearAlgebra.cpp"":1568, please report a bug to PyTorch. torch.linalg.ldl_factor: Unknown error code: 1.",https://github.com/pytorch/pytorch/issues/121683,API Input Context,Zero Input Tensor,,
,yes,2024-02-26T05:41:30Z,2.1.0,,Vulnerability,Floating point exception,torch.Tensor.fmod,Floating point exception,N\A,Floating point exception (core dumped),https://github.com/pytorch/pytorch/issues/120597,API Input Context,Large Input Tensor,,
,yes,2024-02-07T23:09:01Z,2.1.0,,Logical,RuntimeError,torch.Tensor.stft,cuFFT error,N\A,RuntimeError: cuFFT error: CUFFT_INTERNAL_ERROR,https://github.com/pytorch/pytorch/issues/119420,Test Case Context,Oracle for Performance Bug Detection,,
,yes,2024-02-07T07:18:45Z,2.1.0,,Logical,Inconsistent results,torch.onnx.dynamo_export,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/119360,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2024-02-07T07:18:45Z,2.1.0,,Logical,Inconsistent results,torch.fft.irfft,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/119360,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions,,
,yes,2024-01-25T17:13:39Z,2.0.1,,Logical,Inconsistent results,torch.Tensor.log10,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/118303,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Compile/Eager Execution Mode,,
,yes,2024-01-25T17:13:39Z,2.0.1,,Logical,Inconsistent results,torch.nn.functional.mish,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/118303,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Compile/Eager Execution Mode,,
,yes,2024-01-25T17:04:07Z,2.0.1,,Logical,Inconsistent results,torch.threshold_,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/118302,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Compile/Eager Execution Mode,,
,yes,2024-01-25T17:04:07Z,2.0.1,,Logical,Inconsistent results,torch.adaptive_avg_pool1d,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/118302,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Compile/Eager Execution Mode,,
,yes,2024-01-25T16:56:56Z,2.0.1,,Logical,Inconsistent results,torch._C._linalg.linalg_ldl_factor_ex,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/118300,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Compile/Eager Execution Mode,,
,yes,2024-01-25T16:56:56Z,2.0.1,,Logical,Inconsistent results,torch._C._special.special_spherical_bessel_j0,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/118300,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Compile/Eager Execution Mode,,
,yes,2024-01-25T16:47:20Z,2.0.1,,Logical,Inconsistent results,torch.cosine_similarity,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/118297,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Compile/Eager Execution Mode,,
,yes,2024-01-25T16:47:20Z,2.0.1,,Logical,Inconsistent results,torch._C._linalg.linalg_svdvals,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/118297,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Compile/Eager Execution Mode,,
,yes,2024-01-24T02:51:36Z,2.1.0,,Logical,Inconsistent results,torch.nn.MultiheadAttention,Inconsistent results,N\A,Inconsistent results,https://github.com/pytorch/pytorch/issues/118165,Test Case Context,Modeling Complex Tensor Operations and Layer Interactions+Modeling Compile/Eager Execution Mode,,
,yes,2023-12-08T12:22:02Z,2.1.0,,Vulnerability,Segmentation fault,torch.nn.functional.embedding,Segmentation fault,N\A,Segmentation fault (core dumped),https://github.com/pytorch/pytorch/issues/115416,API Input Context,Large Input Tensor,,
,yes,2023-12-01T10:24:55Z,2.1.0,,Performance bug,Performance bug,torch.einsum,Tried to allocate,N\A,OutOfMemoryError,https://github.com/pytorch/pytorch/issues/114943,API Input Context,Modeling Parameter Space,,
DeepRel,yes,2023-11-28T07:52:42Z,2.1.0,,Logical,RuntimeError,torch.fft.ifft,Invalid number of data points,N\A,RuntimeError: Invalid number of data points (0) specified,https://github.com/pytorch/pytorch/issues/114672,API Input Context,Empty Input Tensor,,
,no,2023-11-28T00:35:47Z,2.1.0,,Logical,RuntimeError,torch.Tensor.conj,INTERNAL ASSERT FAILED,N\A,"RuntimeError: !this_view_meta->has_fw_view() INTERNAL ASSERT FAILED at ""../torch/csrc/autograd/autograd_meta.cpp"":256, please report a bug to PyTorch. Expected the output of forward differentiable view operations to have the tangent have the same layout as primal",https://github.com/pytorch/pytorch/issues/114650,API Input Context,Modeling Parameter Space,,
,yes,2023-11-20T02:26:16Z,2.0.1,,Logical,RuntimeError,torch.nn.Conv2d,NestedTensorImpl doesn't support sizes,N\A,RuntimeError: Internal error: NestedTensorImpl doesn't support sizes. Please file an issue on https://github.com/pytorch/nestedtensor,https://github.com/pytorch/pytorch/issues/114090,API Input Context,Modeling Parameter Space,,
